Geography,Which Central American country extends furthest north?,Belize
Geography,What country is directly north of the continental United States?,Canada
Geography,What is the largest island in the Indian Ocean?,Madagascar
Geography,What country borders Libya on the East?,Egypt
Geography,Into which bay does the Golden Gate Strait lead?,San Francisco Bay
Geography,Which city is known as Motown?,Detroit
Geography,What is the basic unit of currency for Uzbekistan ?,Sum
Geography,Name the capital of Brazil.,Brasilia
Geography,What is the basic unit of currency for Solomon Islands ?,Dollar
Geography,Libreville is the capital of ______?,Gabon
Geography,What is the basic unit of currency for Kiribati ?,Dollar
Geography,Tirana is the capital of ______?,Albania
Geography,Budapest is the capital of ______?,Hungary
Geography,What is the capital of Gambia ?,Banjul
Geography,Into what sea does the Elbe River flow?,North Sea
Geography,What country borders Egypt to the South?,Sudan
Geography,What is the capital of Kansas?,Topeka
Geography,Which mainland Latin American country is in neither South America nor Central America?,Mexico
Geography,What is the basic unit of currency for Morocco ?,Dirham
Geography,What is the basic unit of currency for Switzerland ?,Franc
Geography,What is the capital of Luxembourg?,Luxembourg
Geography,What is the basic unit of currency for Cameroon ?,Franc
Geography,Where is the Machu Picchu?,Peru
Geography,Which is the most remote island in the southern atlantic ocean?,Bouvet Island
Geography,In which continent would you find the Amur river ?,Asia
Geography,Which element makes up 3.63% of the Earth's crust ?,Calcium
Geography,What is the capital of Algeria ?,Algiers
Geography,In what mountain range is Kicking Horse Pass?,Rocky
Geography,What is the principal river of Ireland?,Shannon
Geography,What is the basic unit of currency for Qatar ?,Riyal
Geography,What country has a birth rate of 0?,The Vatican City
Geography,What is the basic unit of currency for Nauru ?,Dollar
Geography,What is the basic unit of currency for Sudan ?,Dinar
Geography,What is the capital of Tunisia ?,Tunis
Geography,Which is the Earth's second smallest continent ?,Europe
Geography,Which country has Budapest as its capital?,Hungary
Geography,What is the capital of Moldova?,Kishinev
Geography,Which is the only musical bird that can fly backwards?,Hummingbird
Geography,To what country does the Gaza Strip belong?,Egypt
Geography,What is the basic unit of currency for Brunei ?,Dollar
Geography,What is the basic unit of currency for Afghanistan ?,Afghani
Geography,What is the capital of Bhutan ?,Thimphu
Geography,What is the basic unit of currency for Panama ?,Balboa
Geography,Where is the world's largest desert?,North Africa
Geography,Djibouti is the capital of ______?,Djibouti
Geography,Where is Gorky Park?,Moscow
Geography,This Moslem republic in asia was formerly part of India.,Pakistan
Geography,What is the capital of Lesotho ?,Maseru
Geography,"On the London Underground, which station has a different name on two of its platforms?",Bank and Monument
Geography,What is the basic unit of currency for Sri Lanka ?,Rupee
Geography,Nashville is the capital of ______?,Tennessee
Geography,What is the basic unit of currency for Nepal ?,Rupee
Geography,What is the capital of Moldova ?,Chisinau
Geography,Which is the Earth's smallest continent ?,Australia
Geography,Which city has the largest rodeo in the world?,Calgary
Geography,How many stars are on the flag of New Zealand?,Four
Geography,What is the capital of Oman ?,Muscat
Geography,What is the capital of Uzbekistan ?,Tashkent
Geography,What is the capital of Belarus ?,Minsk
Geography,What 'I' was once Mesopotamia?,Iraq
Geography,What is a peanut if it is not a pea or a nut?,Legume
Geography,Which large city is on the Southeastern coast of Australia?,Sydney
Geography,What is the basic unit of currency for Guinea ?,Franc
Geography,Name the largest river forming part of the U.S. - Mexican border.,Rio Grande
Geography,What is the capital of Wales?,Cardiff
Geography,What is the basic unit of currency for Australia ?,Dollar
Geography,"What unit of currency will buy you dinner in Iraq, Jordan, Tunisia, and Yugoslavia?",Dinar
Geography,What is the capital of Brazil?,Brasilia
Geography,What is the second largest state in the USA?,Texas
Geography,What is the capital of The Netherlands ?,Amsterdam
Geography,What seaport's name is spanish for 'white house'?,Casablanca
Geography,In which continent would you find the Lena river ?,Asia
Geography,In which continent would you find the Amazon river ?,South America
Geography,What is the basic unit of currency for Jordan ?,Dinar
Geography,What is the basic unit of currency for Lithuania ?,Litas
Geography,Accra is the capital of ______?,Ghana
Geography,What is the capital of Wisconsin?,Madison
Geography,Which country hosted the 1982 World Cup of soccer?,Spain
Geography,Into what bay does the Ganges River flow?,Bay Of Bengal
Geography,Which city is home to the 4th largest pyramid in the world?,Las Vegas
Geography,What is the basic unit of currency for Azerbaijan ?,Manat
Geography,What is the capital of Honduras ?,Tegucigalpa
Geography,In which continent would you find the Mississippi river ?,North America
Geography,In which state is Mount Vernon?,Virginia
Geography,Which country has a flag of a red circle on a white background ?,Japan
Geography,What is the basic unit of currency for Tanzania ?,Shilling
Geography,What is the capital of Guam?,Agana
Geography,What is the capital of Greece ?,Athens
Geography,What is the basic unit of currency for Dominica ?,Dollar
Geography,Which bridge spans the Hudson River?,George Washington Bridge
Geography,In which state are Gettysburg and the Liberty Bell?,Pennsylvania
Geography,What is the capital of Croatia ?,Zagreb
Geography,On which coast of Australia is Sydney?,East
Geography,This is the only borough of New York City that is not on an island.,The Bronx
Geography,New Delhi is the capital of ______?,India
Geography,What is the capital of Colorado?,Denver
Geography,What place is known as 'the land nowhere near'?,Cape Three Points
Geography,What is the capital of Somalia ?,Mogadishu
Geography,What canal connects Lake Ontario and Lake Erie?,Welland
Geography,Which U.S. state receives the most rainfall?,Hawaii
Geography,What is the capital of Slovenia ?,Ljubljana
Geography,What is the capital of Florida?,Tallahassee
Geography,Name the capital city of Utah.,Salt Lake City
Geography,What is the basic unit of currency for Burkina Faso ?,Franc
Geography,Name a country which has the same name as a bird.,Turkey
Geography,What city is associated with Alcatraz?,San Francisco
Geography,What is the basic unit of currency for Belarus ?,Rubel
Geography,What is the basic unit of currency for Uruguay ?,Peso
Geography,What is the capital of Mauritius ?,Port Louis
Geography,What is the basic unit of currency for India ?,Rupee
Geography,What was the former name of Thailand?,Siam
Geography,What country is Phnom Penh the capital of?,Cambodia
Geography,What is the basic unit of currency for Hungary ?,Forint
Geography,What is the basic unit of currency for Austria ?,Schilling
Geography,What is the capital of Wyoming?,Cheyenne
Geography,What is the basic unit of currency for Kuwait ?,Dinar
Geography,What American state has a Thames river?,Connecticut
Geography,What is the capital of Turkey ?,Ankara
Geography,What is the capital of Malawi ?,Lilongwe
Geography,Which sea is located between Australia and New Zealand?,Tasman
Geography,Acadia was the original name of which Canadian province?,Nova Scotia
Geography,Into which estuary do the Trent and Ouse flow?,Humber
Geography,What is the highest peak in Fiji?,Mount Victoria
Geography,What is the basic unit of currency for Cambodia ?,Riel
Geography,Through which ocean does the International Date Line approximately follow the 180 degree meridian?,Pacific Ocean
Geography,What is the capital of Singapore?,Singapore
Geography,The sun sets in the ____?,West
Geography,What is the highest mountain in the world?,Mount Everest
Geography,In which city is the famous Bond Street?,London
Geography,What is the basic unit of currency for Vatican City ?,Lira
Geography,What is the capital of Guatemala?,Guatemala
Geography,"The ""Old City"" of this holy location is divided into four quarters — a Christian quarter, a Muslim Quarter, a Jewish Quarter, and an Armenian Quarter.",Jerusalem
Geography,What is the name for the deepest part of the ocean ?,Abyss
Geography,Where is Tabasco?,Mexico
Geography,In what country is the Mekong River Delta?,Vietnam
Geography,What is the basic unit of currency for Cyprus ?,Pound
Geography,What is the capital of Mauritius?,Port Louis
Geography,What is the capital of Comoros ?,Moroni
Geography,Havana is the capital of which country?,Cuba
Geography,What state is the Golden State?,California
Geography,Which Californian desert drops below sea level?,Death Valley
Geography,What is the basic unit of currency for Finland ?,Markka
Geography,"In which country is K2, the second-highest mountain in the world, located?",Pakistan
Geography,What is the capital of Armenia ?,Yerevan
Geography,What is the basic unit of currency for Honduras ?,Lempira
Geography,In which country is the Machu Picchu?,Peru
Geography,In which city is the Wailing Wall?,Jerusalem
Geography,Columbus is the capital of ______?,Ohio
Geography,Bismarck is the capital of ______?,North Dakota
Geography,What is the capital of Michigan?,Lansing
Geography,In which county are all ten of England's highest peaks?,Cumbria
Geography,What is the second highest peak in Africa?,Mt. Kenya
Geography,This coutry holds the distinction of being the least densely populated in the world.,Mongolia
Geography,On what island is Pearl Harbor?,Oahu
Geography,What is the capital of Tennessee?,Nashville
Geography,What is the capital of Antigua and Barbuda ?,Saint John's
Geography,In which continent would you find the Niger river ?,Africa
Geography,Which is the Earth's largest continent ?,Asia
Geography,Jakarta is located on which Indonesian island?,Java
Geography,Which element makes up 2.6% of the Earth's crust ?,Magnesium
Geography,Kathmandu is the capital of ______?,Nepal
Geography,What is the basic unit of currency for Philippines ?,Peso
Geography,What is the capital of Equatorial Guinea ?,Malabo
Geography,In which state are the Everglades ?,Florida
Geography,What 2 countries have square flags?,Switzerland and the Vatican
Geography,What is the capital of Mongolia?,Ulan Bator
Geography,Which US state gets the most rainfall?,Hawaii
Geography,What was the hightest mountain in the world before the discovery of everest?,Mount Everest
Geography,What is the capital of Belgium ?,Brussels
Geography,What tunnel connects France and Italy ?,Mont Blanc Tunnel
Geography,In what country do people speak the Language they call Nihongo?,Japan
Geography,What is the capital of Central African Republic ?,Bangui
Geography,Where is Queen Maud Land located?,Antarctica
Geography,What is the capital of Alaska?,Juneau
Geography,Alba is the Celtic name for what country?,Scotland
Geography,Approximately what percentage of the earth do the oceans cover?,71
Geography,In what country is Mandalay?,Myanmar (formerly known as Burma)
Geography,Which European country has the highest population density?,Monaco
Geography,What is the capital of Macedonia ?,Skopje
Geography,What country is Mt Etna in?,Italy
Geography,What is the capital of Andorra ?,Andorra la Vella
Geography,What is the capital of Idaho?,Boise
Geography,What is the longest river in Australia?,Darling
Geography,On what sea is the Crimea?,Black Sea
Geography,What is the capital of Niger ?,Niamey
Geography,In what city is the Smithsonian Institute?,Washington
Geography,What is the capital of Ukraine ?,Kiev
Geography,What is the smallest Canadian province?,Prince Edward Island
Geography,Which is the most populated state/territory in Australia?,New South Wales
Geography,In which city is the Sistine Chapel ?,Vatican City
Geography,"This country is divided into two parts: Sabah and Sarawak on the island of Borneo, and a peninsula north of Singapore.",Malaysia
Geography,As what is Constantinople now known?,Istanbul
Geography,Name the longest river in Nigeria.,Niger
Geography,"Where is the land of 10,000 lakes?",Minnesota
Geography,What is the capital of Nicaragua?,Managua
Geography,"What lake is approximately 394,000 sq. km in area?",Caspian Sea
Geography,On the banks of which river is the Taj Mahal?,River Jumna
Geography,In which continent would you find the Nile river ?,Africa
Geography,What is the capital of West Virginia?,Charleston
Geography,What is the capital of Zambia ?,Lusaka
Geography,What is the largest island in the Caribbean?,Cuba
Geography,What is the capital of Canada ?,Ottawa
Geography,What country has the highest per capita tea consumption?,Ireland
Geography,What is the basic unit of currency for Bhutan ?,Ngultrum
Geography,What is the capital of Madagascar ?,Antananarivo
Geography,What is the basic unit of currency for Libya ?,Dinar
Geography,On what island is Pearl Harbour?,Oahu
Geography,What is the basic unit of currency for Argentina ?,Peso
Geography,What is the capital of Albania?,Tirana
Geography,As what is Formosa now known?,Taiwan
Geography,In which state are the Finger Lakes?,New York
Geography,What is the capital of Czech Republic ?,Prague
Geography,What is the capital of Missouri?,Jefferson City
Geography,What is the capital of Indonesia?,Jakarta
Geography,What is the capital of Burma?,Rangoon
Geography,What is the capital of Senegal?,Dakar
Geography,Where are the two steepest streets in the USA?,San Francisco
Geography,What is the basic unit of currency for Japan ?,Yen
Geography,What is the capital of Texas?,Austin
Geography,What country is directly west of Spain?,Portugal
Geography,What is the basic unit of currency for Ukraine ?,Hryvnia
Geography,"What city was the setting for ""Gone With the Wind""?",Atlanta
Geography,What is the basic unit of currency for Fiji ?,Dollar
Geography,Lilongwe is the capital of ______?,Malawi
Geography,What is the capital of Nicaragua ?,Managua
Geography,As what was the Taj Mahal originally built?,Tomb
Geography,As what is the South Pole also known?,Amundsen Scott Station
Geography,Five US states border which ocean?,Pacific Ocean
Geography,What is the capital of Syria ?,Damascus
Geography,What is the official language of Egypt?,Arabic
Geography,"What is the largest city in Australia, in terms of population?",Sydney
Geography,Riyadh is the capital of ______?,Saudi Arabia
Geography,What country has the oldest constitution that still exists?,America
Geography,What is the smallest independent state in the world?,Vatican City
Geography,What is the capital of Honduras?,Tegucigalpa
Geography,What U.S. city is known as Insurance City?,Hartford
Geography,What is the second largest ocean?,Atlantic Ocean
Geography,In which city is the Arch of Hadrian?,Athens
Geography,Where is area 51 generally said to be?,Groom Lake
Geography,What is the basic unit of currency for Tonga ?,Pa'anga
Geography,What river has the largest drainage basin?,Amazon
Geography,The Little Mermaid is found in the harbour of which city?,Copenhagen
Geography,What is the capital of Australia ?,Canberra
Geography,Bangkok is the capital of ______?,Thailand
Geography,Name the largest city in Canada.,Toronto
Geography,What is the capital city of New Zealand?,Wellington
Geography,What is the basic unit of currency for Guinea-Bissau ?,Franc
Geography,Who is regarded as the most influential monarch of Russian Romanov Dynasty?,Peter I
Geography,Which state is the Evergreen State?,Washington
Geography,What is the capital of Croatia?,Zagreb
Geography,How many Great Lakes are there?,Five
Geography,What is the basic unit of currency for El Salvador ?,Colon
Geography,Vaduz is the capital of ______?,Liechtenstein
Geography,What is the basic unit of currency for Malta ?,Lira
Geography,What is the capital of Seychelles ?,Victoria
Geography,What is the capital of El Salvador ?,San Salvador
Geography,In which state is the Painted Desert?,Arizona
Geography,What continent is Cyprus considered to be part of?,Asia
Geography,Bissau is the capital of ______?,Guinea-Bissau
Geography,Into what ocean does the Zambezi River empty?,Indian Ocean
Geography,What is the capital of Vanuatu ?,Port-Vila
Geography,Who owns the island of Bermuda?,Britain
Geography,On which river is Rome located?,Tiber
Geography,What are the worlds four oceans - alphabetically?,"Arctic, Atlantic, Indian and Pacific"
Geography,What is the capital of Zimbabwe?,Harare
Geography,What is the highest mountain in Europe?,Mont Blanc
Geography,The longest river in Western Europe is _________?,Rhine
Geography,What US Citys name means 'straits' or 'channel'?,Detroit
Geography,What is the basic unit of currency for Poland ?,Zloty
Geography,Which element makes up 27.72% of the Earth's crust ?,Silicon
Geography,What's the capital of Poland?,Warsaw
Geography,Where are the 'wallops'?,Hampshire
Geography,In what country is Lahore?,Pakistan
Geography,What is the basic unit of currency for Antigua and Barbuda ?,Dollar
Geography,What country was once known as 'The Breadbasket of Russia'?,Ukraine
Geography,What is the basic unit of currency for Mauritania ?,Ouguiya
Geography,In which continent would you find the Yangtze river ?,Asia
Geography,Under what river does the Holland Tunnel run?,Hudson
Geography,Which city is on the east side of San Francisco Bay?,Oakland
Geography,Which South American country has both a Pacific and Atlantic coastline?,Colombia
Geography,What is the most sacred river in India?,Ganges
Geography,What is the basic unit of currency for North Korea ?,Won
Geography,What is the capital of Ohio?,Columbus
Geography,What is the capital of Latvia ?,Riga
Geography,"Located above and just below the Arctic Circle, this region became an official territory of Canada in April 1999.",Nunavut
Geography,What is the capital of Tuvalu ?,Fongafale (Funafuti atoll is the location of the capital Fongafale! So pls don't complain about the correction ;-))
Geography,What is the name of the famous large coral reef located off the coast of northeastern Australia?,Great Barrier Reef
Geography,This island group is off the east coast of southern South America.,Falkland Islands
Geography,What is the capital of Afghanistan ?,Kabul
Geography,In which ocean or sea are the Seychelles?,Indian Ocean
Geography,What is the capital of Djibouti?,Djibouti
Geography,What city is the Christian Science Monitor based in?,Boston
Geography,What is the basic unit of currency for Turkey ?,Lira
Geography,Which is the Earth's fourth largest continent ?,South America
Geography,In which city is the Colliseum located?,Rome
Geography,What is the capital of North Dakota?,Bismarck
Geography,What is the basic unit of currency for Yemen ?,Rial
Geography,What is the Southernmost country in continental Europe?,Spain
Geography,What is the capital of Hungary ?,Budapest
Geography,This Canadian island is the world's fifth largest.,Baffin
Geography,What is the capital of Chile?,Santiago
Geography,Lome is the capital of ______?,Togo
Geography,What is the capital of Trinidad and Tobago ?,Port-of-Spain
Geography,What is the basic unit of currency for Suriname ?,Guilder
Geography,What is the capital of Finland ?,Helsinki
Geography,What is the capital of Swaziland ?,Mbabane
Geography,What is the capital of Qatar ?,Doha
Geography,What is the capital of Togo?,Lome
Geography,Which European country has the lowest population density?,Iceland
Geography,What is the basic unit of currency for Latvia ?,Lats
Geography,In what state is Concord?,New Hampshire
Geography,What is also known as Amundsen Scott Station?,South Pole
Geography,What is the capital of Guyana ?,Georgetown
Geography,What is the basic unit of currency for Israel ?,Sheqel
Geography,"What country was the setting for ""Casablanca""?",Morocco
Geography,Which is the only sea below sea level?,Dead Sea
Geography,Santiago is the capital of ______?,Chile
Geography,In what country is the currency named after the water being called the Pula?,Botswana
Geography,What country is located between Panama and Nicaragua?,Costa Rica
Geography,What is the capital of Nigeria ?,Abuja
Geography,In which country is the largest active volcano in the world?,Ecuador
Geography,What is the world's highest mountain ?,Mount Everest
Geography,In which state is Mount St. Helens?,Washington
Geography,Santo Domingo is the capital of ______?,Dominican Republic
Geography,What is the basic unit of currency for Vanuatu ?,Vatu
Geography,On what river is the capital city of Canada?,Ottawa
Geography,What is the basic unit of currency for Monaco ?,Franc
Geography,What is the largest of the countries in Central America?,Nicaragua
Geography,What is the basic unit of currency for Iceland ?,Krona
Geography,What is the basic unit of currency for Belize ?,Dollar
Geography,What is the capital of Nepal ?,Kathmandu
Geography,What is the basic unit of currency for Venezuela ?,Bolivar
Geography,What is the basic unit of currency for Estonia ?,Kroon
Geography,"This mountain, found in the California Cascades, is famous for it's twin peaks?",Mount Shasta
Geography,Which country is known as the roof of the world?,Tibet
Geography,What is the capital of Australia?,Canberra
Geography,In which country is Brest? (NOT Breast!),France
Geography,"""Honolulu"" means _____________",Sheltered harbor
Geography,On which river is Rome located,Tiber
Geography,Which U.S. state has the least rainfall,Nevada
Geography,What queen were the virgin islands named for in 1627 ,Elizabeth i 
Geography,In what country is the waterloo battlefield ,Belgium 
Geography,Where is the city of Brotherly Love,Philadelphia
Geography,The tallest building in the Southern Hemisphere is in which city,Melbourne
Geography,What is the capital of France,Paris
Geography,What Was Sri Lanka Previously Known As ,Ceylon 
Geography,In which continent would you find the mackenzie river ,North america 
Geography,Where would you be if you landed smack in the middle of plock ,Poland 
Geography,"The Amazon river pushes so much water into the _____________ that, more than a hundred miles at sea, off the mouth of the river, one can dip fresh water out of the ocean and drink it.",Atlantic
Geography,Which state is the Evergreen State,Washington
Geography,"Created By German Scientists In 1876, What Was The First Artificial Favouring ",Vanilla Essence 
Geography,____________ possesses more proven oil reserves than any country outside the Middle East.,Venezuela
Geography,"If its 4:00pm in Seattle Washington, what time is it in Portland Oregon",4
Geography,In which state is stone mountain ,Georgia 
Geography,"What island group contains jersey, guernsey, sark and herm ",The channel islands 
Geography,"Can you give me the capital of the following three countries: Syria, Morocco and Libya? ","Damascus, Rabat, Tripoli "
Geography,Which Is The Smallest State In The Usa ,Rhode Island 
Geography,In which South American country is the Atacama desert? ,Chile 
Geography,In What Year Did Captain Cook Reach New Zealand ,1769 
Geography,In what city are the famous tivoli gardens ,Copenhagen 
Geography,What Is The 2nd Official Language Spoken In Germany ,Turkish 
Geography,Which City Is The Worlds Most Densely Populated ,Macau 
Geography,Which country would come first in an alphabetical list of countries,Afghanistan
Geography,"Which Mountain Range Lies In The North Of Spain , West Of The Pyrenees ",The Cantabrian Mountains 
Geography,Which Is The Largest Ocean ,The Pacific Ocean 
Geography,Florida is not the southernmost state in the United States. ___________ is farther south.,Hawaii
Geography,Constructed In 1333 Which Is The Oldest Wooden Bridge In Europe ,The Kapellbrucke In Lucerne Switzerland 
Geography,"Located in the Indian Ocean just north of the equator, __________ had a highly developed civilization as early as the fifth century B.C.",Sri lanka
Geography,This re_opened in 1975 after being closed for 8 years.,Suez canal
Geography,What is the capital of Suriname,Paramaribo
Geography,Which Palace was the principal home of the Monarchy prior to 1837 when Buckingham Palace became the Monarchs address ,St James Palace 
Geography,What is the capital of Slovakia,Bratislava
Geography,What Is The Most Westerly Capital City In Mainland Europe ,Lisbon (Portugal) 
Geography,"Miami, Florida, is the most southerly major city in the continental United States, sitting about two degrees north of the ____________________",Tropic of cancer
Geography,What is the capital of Poland,Warsaw
Geography,The U.S. state that contains the most square miles of inland water is ______________,Alaska
Geography,Which country has Budapest as its capital,Hungary
Geography,In Which Country Will You Find The Holiday Resort Bodrum ,Turkey 
Geography,What Is The Principle Language Of Brazil ,Portuguese 
Geography,What is the capital of Romania,Bucharest
Geography,Which is the largest lake in the British Isles? ,Lough Neagh in Northern Ireland 
Geography,"Excluding Alaska, the American state with the lowest population density is?",Wyoming
Geography,How Many Times Was Tower Bridge Raised In 1990 ,460 Times 
Geography,"For centuries, Spain's _________________ has been and still is one of the world's largest.",Fishing fleet
Geography,In which country is Cusco,Peru
Geography,In What Year Was The First Propeller Driven Atlantic Crossing ,1845 
Geography,___________ is the only country in the Middle East that does not have a desert.,Lebanon
Geography,___________ has official state neckwear _ the bolo tie.,Arizona
Geography,Addis Ababa Is The Capital Of Which African Country ,Ethiopia 
Geography,What is the capital of Barbados,Bridgetown
Geography,The only national airline that has never had a crash nor a forced landing.,Qantas
Geography,What city has a newpaper called the plain dealer ,Cleveland 
Geography,What is the capital of Philippines,Manila
Geography,What Type Of Shop Predominates On The Ponte Vecchio In Florence ,Jewellers Have Had The Monopoly Since 1593 
Geography,"How Did Henry Stanley Carry His Boat, The Lady Alice Overland ",He Divided It Into 8 Sections 
Geography,In Which Ocean Is The Gulf Stream ,The Atlantic 
Geography,Grasshopper Glacier in ___________ was named for the grasshoppers that can still be seen frozen in the ice.,Montana
Geography,In Which English City Will You Find The Angel Of The North ,Newcastle 
Geography,Which city is known as Motown,Detroit
Geography,Which Bridge In London Was Officially Named William Pitt Bridge In 1769 ,Blackfriars Bridge London 
Geography,In which state are the Finger Lakes,New york
Geography,What is the capital of Saint Vincent,Kingstown
Geography,What U.S. city is known as Insurance City,Hartford
Geography,What is the capital of Mauritania,Nouakchott
Geography,Which Was The First Suspension Bridge In London ,Hammersmith Bridge 
Geography,Name the second largest country in Africa.,Algeria
Geography,"With about 865 people per square mile, the island of _____________ is one of Europe's most densely populated regions.",Madeira
Geography,What is the capital of the United Arab Emirates,Abu dhabi
Geography,Acadia was the original name of which canadian province ,Nova scotia 
